,tweet,username,Clean Tweets
17,"Great work by a group of altruistic surgeons, led by Macquarie University Professor Anand Deva, is performing life-… https://t.co/2mWFieIhwp",tanveershaheed,Great work by a group of altruistic surgeons led by Macquarie University Professor Anand Deva is performing life… httpstcomWFieIhwp
18,"Macquarie first university to announce staff freeze due to zero student growth in 2020.
How realistic will universi… https://t.co/lElJudgqr6",BretlynB,"Macquarie first university to announce staff freeze due to zero student growth in 
How realistic will universi… httpstcolElJudgqr"
19,@johnny_boy1988 See my comment - it is entirely the Macquarie University's fault for making wrong assumptions when… https://t.co/0DdHodQeku,fkhmichael,johnnyboy See my comment  it is entirely the Macquarie Universitys fault for making wrong assumptions when… httpstcoDdHodQeku
20,"Left: what I said over a year ago during the #StickWithVic campaign, at https://t.co/bdnugI0Mu2

Right: Macquarie U… https://t.co/91fXb7imxp",DrDreHistorian,"Left what I said over a year ago during the StickWithVic campaign at httpstcobdnugIMu

Right Macquarie U… httpstcofXbimxp"
21,"ICYMI @Macquarie_Uni split their opening two games of the @FISU University 3x3 World Cup last night #UniHoops ⤵️

https://t.co/hixu6S8iEz",3x3Hustle,"ICYMI MacquarieUni split their opening two games of the FISU University x World Cup last night UniHoops rightarrowcurvingdown

httpstcohixuSiEz"
22,"This is extremely concerning.
""Macquarie University is facing a domestic and international enrolment shortfall that… https://t.co/Q7zWMBVknR",johnny_boy1988,"This is extremely concerning
Macquarie University is facing a domestic and international enrolment shortfall that… httpstcoQzWMBVknR"
23,Macquarie University announces hiring freeze due to enrolment troubles https://t.co/lqxzau2yXV,renhistorian,Macquarie University announces hiring freeze due to enrolment troubles httpstcolqxzauyXV
24,Do you plan to study in Australia?Come and meet with Macquarie University's Team on our Open Day in Surabaya on Nov… https://t.co/6DBEyAu3fr,novarubianti,Do you plan to study in AustraliaCome and meet with Macquarie Universitys Team on our Open Day in Surabaya on Nov… httpstcoDBEyAufr
25,Macquarie University confirms they expect international and domestic enrolments to plateau: https://t.co/ts5tnXLqo3… https://t.co/7zVvo3QAhp,CFieldAssoc,Macquarie University confirms they expect international and domestic enrolments to plateau httpstcotstnXLqo… httpstcozVvoQAhp
26,[New Course] Marketing analytics: Know your customers from Macquarie University on Coursera https://t.co/6LeaYHPLMU https://t.co/RGzqr4rp4E,classcentral,New Course Marketing analytics Know your customers from Macquarie University on Coursera httpstcoLeaYHPLMU httpstcoRGzqrrpE
27,Please sign and share this important petition - it will affect our colleagues and our fields : https://t.co/OSmFOB3vGg prin @MegaphoneAU,AndreeaCalude,Please sign and share this important petition  it will affect our colleagues and our fields  httpstcoOSmFOBvGg prin MegaphoneAU
28,Fujitsu opens #DigitalTransformation facility at Macquarie University https://t.co/fYOtnaCUZy,DXinstitute,Fujitsu opens DigitalTransformation facility at Macquarie University httpstcofYOtnaCUZy
29,[New Course] Negotiation skills: Negotiate and resolve conflict from Macquarie University on Coursera… https://t.co/aFbhmUTHF7,classcentral,New Course Negotiation skills Negotiate and resolve conflict from Macquarie University on Coursera… httpstcoaFbhmUTHF
30,Marvin traveled to India in June of 2019 with Macquarie University to learn about Organizational Psychology in an I… https://t.co/ss4lloeBre,GoIndia_TE,Marvin traveled to India in June of  with Macquarie University to learn about Organizational Psychology in an I… httpstcosslloeBre
31,"Hmm... Now it all makes sense. Last week I got to know that Macquarie Uni was ""closing a entire dept/school"", I was… https://t.co/4jFD6Imqx2",_mumbling_me,Hmm Now it all makes sense Last week I got to know that Macquarie Uni was closing a entire deptschool I was… httpstcojFDImqx
32,"Excel Skills for Business: Essentials
#Business #Essentials
Macquarie University
https://t.co/tNjgmTrxrS",money_personal,"Excel Skills for Business Essentials
Business Essentials
Macquarie University
httpstcotNjgmTrxrS"
33,.@Macquarie_Uni are about to begin their @FISU University 3x3 World Cup 🏆 campaign. Watch LIVE on the @FIBA3x3 YouT… https://t.co/X6EalT5htx,3x3Hustle,MacquarieUni are about to begin their FISU University x World Cup trophy campaign Watch LIVE on the FIBAx YouT… httpstcoXEalThtx
34,Congratulations to all the Macquarie University students who participated in the UNSW SECedu CTF today! Such a grea… https://t.co/0s2Og2PixI,Holouise,Congratulations to all the Macquarie University students who participated in the UNSW SECedu CTF today Such a grea… httpstcosOgPixI
35,“Macquarie Uni staff are angry that they are being forced to pay for managerial incompetence and skewed priorities… https://t.co/mDujsBikHG,linguistnick,“Macquarie Uni staff are angry that they are being forced to pay for managerial incompetence and skewed priorities… httpstcomDujsBikHG
36,"Save the date - the next CAP Conference will take place 21-25 Sep 2020 in #Sydney, Australia hosted by Macquarie Un… https://t.co/h5G8aBfRSO",Astro4Dev,Save the date  the next CAP Conference will take place  Sep  in Sydney Australia hosted by Macquarie Un… httpstcohGaBfRSO
37,Beautiful lake on Macquarie University's campus. Lovely environs and well worth a visit. https://t.co/HFSGKGFJTf,timminglab,Beautiful lake on Macquarie Universitys campus Lovely environs and well worth a visit httpstcoHFSGKGFJTf
38,"Halloween bake done right in The Department of Biomedical Sciences, Macquarie University #halloween🎃… https://t.co/obRFwjnUDl",pr1ta_as1h,Halloween bake done right in The Department of Biomedical Sciences Macquarie University halloweenjackolantern… httpstcoobRFwjnUDl
39,@CaptainTabouli Macquarie University Globe Cafe ... so much plastic used for Bubble Tea,ResourcefulHDR,CaptainTabouli Macquarie University Globe Cafe  so much plastic used for Bubble Tea
40,Tom Trbojevic wins two awards at Macquarie University - Rugby Leagues News https://t.co/aBI5R1CSdW https://t.co/LdbY7UrGQC,rugbynewsnow1,Tom Trbojevic wins two awards at Macquarie University  Rugby Leagues News httpstcoaBIRCSdW httpstcoLdbYUrGQC
41,"Congratulations Tom on winning two awards from @Macquarie_Uni 👏 

Tom is studying a Bachelor of Applied Finance wit… https://t.co/RyiBVnKVKQ",SeaEagles,"Congratulations Tom on winning two awards from MacquarieUni clappinghands 

Tom is studying a Bachelor of Applied Finance wit… httpstcoRyiBVnKVKQ"
42,"Macquarie job cuts petition: One University, One Community: No Macquarie Uni Job Cuts! No Change Without Consultati… https://t.co/UgEPz6mnXy",KathrynElliott,Macquarie job cuts petition One University One Community No Macquarie Uni Job Cuts No Change Without Consultati… httpstcoUgEPzmnXy
43,Time for Macquarie Uni's Vice-Chancellor to front up to staff and students and guarantee no job cuts! Sign the peti… https://t.co/NNGgqxwWU1,NTEUNSW,Time for Macquarie Unis ViceChancellor to front up to staff and students and guarantee no job cuts Sign the peti… httpstcoNNGgqxwWU
44,Our new Clinical Education Building is due to be completed in the first half of 2020. This beautiful timber structu… https://t.co/k4rZwMfMCZ,Macquarie_Uni,Our new Clinical Education Building is due to be completed in the first half of  This beautiful timber structu… httpstcokrZwMfMCZ
45,Proud that @YourLink won all 3 prizes last night at Macquarie University Incubator's Pitch final. All finalists are… https://t.co/Znpu0o0AFB,richardscenna,Proud that YourLink won all  prizes last night at Macquarie University Incubators Pitch final All finalists are… httpstcoZnpuoAFB
46,@ellendavismee @michellegrattan @abcnews Why is it so hard for anyone to refer to me by my correct title which Prof… https://t.co/n1eTI9R2FQ,marcialangton,ellendavismee michellegrattan abcnews Why is it so hard for anyone to refer to me by my correct title which Prof… httpstconeTIRFQ
47,"Chatime Macquarie University, NSW - Opening 2020! For Sale - https://t.co/hPethvlP00",BusinessToSell,Chatime Macquarie University NSW  Opening  For Sale  httpstcohPethvlP
48,"Macquarie University management want to disestablish the the Faculty of Human Sciences, which contains Linguistics,… https://t.co/l5J3ZAV8fQ",linguistnick,Macquarie University management want to disestablish the the Faculty of Human Sciences which contains Linguistics… httpstcolJZAVfQ
49,Former NSW FACS CIO takes tech reins at Macquarie University https://t.co/ffCqMgzxHr,InformPros,Former NSW FACS CIO takes tech reins at Macquarie University httpstcoffCqMgzxHr
50,Sydney MQCR followers - there are limited places available for our official Centre launch on Nov 20. Featuring pres… https://t.co/UJsIgC6bAs,MQCReading,Sydney MQCR followers  there are limited places available for our official Centre launch on Nov  Featuring pres… httpstcoUJsIgCbAs
51,"Our Google Jamboard Champion, Daniel Burgarth, paid us a visit at BenQ Headquarters in Sydney this week. Jamboard i… https://t.co/8CSK1VDUq4",BenQ_AU,Our Google Jamboard Champion Daniel Burgarth paid us a visit at BenQ Headquarters in Sydney this week Jamboard i… httpstcoCSKVDUq
52,Former NSW FACS CIO takes tech reins at Macquarie University https://t.co/LffAmXbvPb,CIO_Australia,Former NSW FACS CIO takes tech reins at Macquarie University httpstcoLffAmXbvPb
53,Stand up against job cuts at Macquarie University and the disestablishment of a whole faculty #nojobcuts #highered https://t.co/irCVVwDtDI,AgsBod,Stand up against job cuts at Macquarie University and the disestablishment of a whole faculty nojobcuts highered httpstcoirCVVwDtDI
54,Prof. Braithwaite Founding Director of the Australian Institute of Health Innovation and Professor of Health System… https://t.co/EjJSFPpbJV,NCL_Pharmacy,Prof Braithwaite Founding Director of the Australian Institute of Health Innovation and Professor of Health System… httpstcoEjJSFPpbJV
55,Please sign and share this important petition: https://t.co/ksCgOjgsqQ via @MegaphoneAU,TESOLatMQ,Please sign and share this important petition httpstcoksCgOjgsqQ via MegaphoneAU
56,"ISYS100 - IT &amp; Society - Macquarie University Assignment Help...

https://t.co/sk63mlHT8j

#ISYS100 #IT #Society… https://t.co/OXLQ4zPego",mywordsolution,"ISYS  IT amp Society  Macquarie University Assignment Help

httpstcoskmlHTj

ISYS IT Society… httpstcoOXLQzPego"
57,"So, my faculty is being abolished. Not a fan. https://t.co/LtLwQ4NUwl via @MegaphoneAU",HannaTorsh,So my faculty is being abolished Not a fan httpstcoLtLwQNUwl via MegaphoneAU
58,Please sign and share this important petition: https://t.co/WTAsWNXrIA via @MegaphoneAU,EmanuelaMSydney,Please sign and share this important petition httpstcoWTAsWNXrIA via MegaphoneAU
59,"Another reason why I was so lucky with my PhD supervisors at Macquarie University in Sydney: Wendy Rogers, Katrina… https://t.co/mbvaK9J1a3",LeighDayton,Another reason why I was so lucky with my PhD supervisors at Macquarie University in Sydney Wendy Rogers Katrina… httpstcombvaKJa
60,Pleased to have had the opportunity to present to Macquarie University's MBA students. Wonderful group! https://t.co/0ApxJGt9Hc,timminglab,Pleased to have had the opportunity to present to Macquarie Universitys MBA students Wonderful group httpstcoApxJGtHc
61,Please signing this petition. Stressful time at Macquarie with jobs on the line: https://t.co/OBsPgQzhD5 via @MegaphoneAU,AmandaYWise,Please signing this petition Stressful time at Macquarie with jobs on the line httpstcoOBsPgQzhD via MegaphoneAU
62,"...To date, he has curated &amp; donated collections of Daybills to institutions including the @the_bsr, @Macquarie_Uni… https://t.co/IK2FU9AJNH",LegoClassicists,To date he has curated amp donated collections of Daybills to institutions including the thebsr MacquarieUni… httpstcoIKFUAJNH
63,Job cuts coming at my Uni. Human Sciences disestablished.  Sign so at least we get a face to face with the VC.… https://t.co/xZEc9coWpX,SuaderoDiaries,Job cuts coming at my Uni Human Sciences disestablished  Sign so at least we get a face to face with the VC… httpstcoxZEccoWpX
64,Please sign and share this important petition: https://t.co/eADn6l9SKI via @MegaphoneAU,Emi756,Please sign and share this important petition httpstcoeADnlSKI via MegaphoneAU
65,NTEU media release after members' meeting at Macquarie University today #SolidarityIsStrength… https://t.co/hGjN9h35rK,JoanneFaulkne17,NTEU media release after members meeting at Macquarie University today SolidarityIsStrength… httpstcohGjNhrK
66,"@batesgill1 speaking at National Chengchi University 國立政治大學 in Taipei on ""The Projection of China's Political Influ… https://t.co/aIExzu01Ze",adam_ni,batesgill speaking at National Chengchi University 國立政治大學 in Taipei on The Projection of Chinas Political Influ… httpstcoaIExzuZe
67,Stand with MQ staff against the VCs plans to abolish the Faculty of Human Sciences and cut jobs! Please sign and sh… https://t.co/gWNbc9GqeA,novidados,Stand with MQ staff against the VCs plans to abolish the Faculty of Human Sciences and cut jobs Please sign and sh… httpstcogWNbcGqeA
68,Former NSW FACS CIO takes tech reins at Macquarie University https://t.co/ADBKmtdnam,computerworldau,Former NSW FACS CIO takes tech reins at Macquarie University httpstcoADBKmtdnam
69,Please sign and share this important petition: https://t.co/mvxjkkrKAz via @MegaphoneAU,MargoPoucke,Please sign and share this important petition httpstcomvxjkkrKAz via MegaphoneAU
70,"One University, One Community: No @Macquarie_Uni Job Cuts! No Change Without Consultation!

Over 200 staff came tog… https://t.co/tG6M0TYhMe",NTEUNSW,"One University One Community No MacquarieUni Job Cuts No Change Without Consultation

Over  staff came tog… httpstcotGMTYhMe"
71,Staff can’t all fit in the biggest theatre available to stand together to say no job cuts at @Macquarie_Uni! Talk t… https://t.co/sZvDkihVaJ,NTEUNSW,Staff can’t all fit in the biggest theatre available to stand together to say no job cuts at MacquarieUni Talk t… httpstcosZvDkihVaJ
72,Jack the dinosaur makes a move to a new home - the Biology Discovery Centre! And made a feature on @channel9 - take… https://t.co/Ly48lsCcTG,MQBiology,Jack the dinosaur makes a move to a new home  the Biology Discovery Centre And made a feature on channel  take… httpstcoLylsCcTG
73,@SydneyMetro Chatswood bound train stops at Macquarie University and then reverses and returns to Tallawong. No ann… https://t.co/cHYOGzACoZ,RickJSyd,SydneyMetro Chatswood bound train stops at Macquarie University and then reverses and returns to Tallawong No ann… httpstcocHYOGzACoZ
74,@SydneyMetro @SydneyMetro ...what is wrong with your situation handling? U bought us back from from Macquarie Park… https://t.co/8URAX8MZkP,tripatsingh,SydneyMetro SydneyMetro what is wrong with your situation handling U bought us back from from Macquarie Park… httpstcoURAXMZkP
75,"@SydneyMetro was travelling in Metro from Epping to Chatswood, once we reached at Macquarie University, train sudde… https://t.co/R7nEALBwdW",raxitshah29,SydneyMetro was travelling in Metro from Epping to Chatswood once we reached at Macquarie University train sudde… httpstcoRnEALBwdW
76,Looking forward to the #pitchnight at #macquarieuniversity #incubator #guo2019 #STARStv #riversidebusinesschamber… https://t.co/sWcZozKztP,STARStv,Looking forward to the pitchnight at macquarieuniversity incubator guo STARStv riversidebusinesschamber… httpstcosWcZozKztP
77,This is serious - where is the best food and coffee in and around Macquarie University? I need to ensure my lab man… https://t.co/yQ1HC09VIw,DrSarahJWhite,This is serious  where is the best food and coffee in and around Macquarie University I need to ensure my lab man… httpstcoyQHCVIw
78,"Thank you for coming to our university and share your brilliant knowledge, Prof. Rahat Munir and Dr. Matthew Monkho… https://t.co/uejjkllRGW",wulanytww,Thank you for coming to our university and share your brilliant knowledge Prof Rahat Munir and Dr Matthew Monkho… httpstcouejjkllRGW
79,"Macquarie University’s new Chancellor, Dr Martin Parkinson AC PSM. https://t.co/WnkIBfgHlJ",tanveershaheed,Macquarie University’s new Chancellor Dr Martin Parkinson AC PSM httpstcoWnkIBfgHlJ
80,Macquarie University's Research Centre H:EAR has been accepted as a member of the World Health Organisation’s… https://t.co/oqweQu45DT,Macquarie_Uni,Macquarie Universitys Research Centre HEAR has been accepted as a member of the World Health Organisation’s… httpstcooqweQuDT
81,.@Macquarie_Uni will hit the court at this weekend's @FISU University 3x3 World Cup 🏆 representing Australia in the… https://t.co/bQRmna25HA,3x3Hustle,MacquarieUni will hit the court at this weekends FISU University x World Cup trophy representing Australia in the… httpstcobQRmnaHA
82,"Typically solo predators, white #sharks have long had the rep of being antisocial. However, photo identification an… https://t.co/bFcydS8Xim",oceanx,Typically solo predators white sharks have long had the rep of being antisocial However photo identification an… httpstcobFcydSXim
83,“..A problem we have in the broader community where we are losing the capacity of civilised discourse and debate. I… https://t.co/D4GSzMWx2B,MichaelRoddan,“A problem we have in the broader community where we are losing the capacity of civilised discourse and debate I… httpstcoDGSzMWxB
84,"We are pleased to announce that Macquarie University’s next Chancellor is Dr Martin Parkinson AC PSM, the nation’s… https://t.co/HOGgoNjWP4",Macquarie_Uni,We are pleased to announce that Macquarie University’s next Chancellor is Dr Martin Parkinson AC PSM the nation’s… httpstcoHOGgoNjWP
85,Graduated Macquarie University with a double degree earlier this year. Work in tech/esports. You never know where l… https://t.co/GpjAsQcm7J,kieujen,Graduated Macquarie University with a double degree earlier this year Work in techesports You never know where l… httpstcoGpjAsQcmJ
86,Congratulations to the #finalists of the #guo2019 #incubator #BounceBack #CIRCLES #Go!Travel #IndusGlobal… https://t.co/LxOrkmgIrq,STARStv,Congratulations to the finalists of the guo incubator BounceBack CIRCLES GoTravel IndusGlobal… httpstcoLxOrkmgIrq
87,I'm at Macquarie University - Building S1A https://t.co/FQpV5Y3ikK,majimekeikuzu2,Im at Macquarie University  Building SA httpstcoFQpVYikK
88,"This study was as part of a Masters course from @MQBiology at Macquarie University, led by @urchinhunter.  Students… https://t.co/pWzUBuhW5q",MEG_MQ,This study was as part of a Masters course from MQBiology at Macquarie University led by urchinhunter  Students… httpstcopWzUBuhWq
89,"Excel Skills for Business: Intermediate I
#Business #Intermediate
Macquarie University
https://t.co/zP7g95Agwy",money_personal,"Excel Skills for Business Intermediate I
Business Intermediate
Macquarie University
httpstcozPgAgwy"
90,"Check out SAGE author @DebbieHaski's proposal for ""the purpose-driven university"" as part of @TEDTalks at… https://t.co/AyVQeTnmDp",SAGEManagement,Check out SAGE author DebbieHaskis proposal for the purposedriven university as part of TEDTalks at… httpstcoAyVQeTnmDp
91,Snorkelling grandmothers are helping @MQBiology's @RickShine and @unc_nc's Claire Goiran better understand marine e… https://t.co/Tdl6ktLSq8,MQSciEng,Snorkelling grandmothers are helping MQBiologys RickShine and uncncs Claire Goiran better understand marine e… httpstcoTdlktLSq
92,In @pedestriandaily talking about my experience as a Women’s Collective president and college student at Macquarie… https://t.co/AHm9hfeyWq,lydiarosejupp,In pedestriandaily talking about my experience as a Women’s Collective president and college student at Macquarie… httpstcoAHmhfeyWq
93,Sydney teacher? EOIs are now open for a new Maker Pedagogy Network Project to help teachers improve students' criti… https://t.co/GN5iT41pwx,MakersEmpire,Sydney teacher EOIs are now open for a new Maker Pedagogy Network Project to help teachers improve students criti… httpstcoGNiTpwx
94,"Yo, #sydneytrains, I have not had one goddamn day for the past week where my trip from Macarthur to Macquarie Unive… https://t.co/7OYVPokWj8",MrsHalfTrousers,Yo sydneytrains I have not had one goddamn day for the past week where my trip from Macarthur to Macquarie Unive… httpstcoOYVPokWj
95,"GRG seminar Tues Nov 5th, 11:00 am – Dr. April Abbott (Macquarie University) https://t.co/Q9XqdST5rz https://t.co/46WtKYnii2",GRGusyd,GRG seminar Tues Nov th  am – Dr April Abbott Macquarie University httpstcoQXqdSTrz httpstcoWtKYnii
96,"A group of altruistic surgeons in Australia, led by Macquarie University Professor @saferimplants, is performing li… https://t.co/jVBkgnWERH",Macquarie_Uni,A group of altruistic surgeons in Australia led by Macquarie University Professor saferimplants is performing li… httpstcojVBkgnWERH
97,"@maki_bby @Greatm8SFM @FrickUranus @softncreamie Mio Bryce, an expert on anime and manga from Macquarie University… https://t.co/AXL188OPcC",omegada7391,makibby GreatmSFM FrickUranus softncreamie Mio Bryce an expert on anime and manga from Macquarie University… httpstcoAXLOPcC
98,going ✈️ macquarie university,pahingingfoods,going airplane macquarie university
99,Eat for real change | Dr Joanna McMillan | TEDx Macquarie University https://t.co/3vvgGeuk6a #weightlossjourney… https://t.co/NWoBx9fdAc,proff_mutuma,Eat for real change  Dr Joanna McMillan  TEDx Macquarie University httpstcovvgGeuka weightlossjourney… httpstcoNWoBxfdAc
